word,pos,cefr
premium,noun,C2
produce,noun,C2
province,noun,C2
sentiment,noun,C2
sequence,noun,C2
sequence,noun,C2
prohibit,verb,B2
raise,verb,B2
regard,verb,B2
price,verb,C1
puzzle,verb,C1
rule,verb,C1
part,verb,C2
perfect,verb,C2
revive,verb,C2
roar,verb,C2
roar,verb,C2
seal,verb,C2
seal,verb,C2
seduce,verb,C2
television,noun,A1
television,noun,B1
soap opera,noun,B1
telly,noun,C1
succumb,verb,C2
state,verb,B2
trash,noun,C2
sorrow,noun,C2
sibling,noun,C2
spouse,noun,C2
specification,noun,C1
television,noun,A1
thesis,noun,C2
strive,verb,C2
succumb,verb,C2
summon,verb,C2
surpass,verb,C2
telephone,verb,A2
translate,verb,C2
soul,noun,B2
tip,noun,C2
tolerance,noun,C2
thriller,noun,B1
sufferer,noun,C2
sweater,noun,A2
trainer,noun,A2
speaker,noun,B1
speaker,noun,B1
smoker,noun,B2
teenager,noun,A2
stranger,noun,B1
supporter,noun,B1
swimmer,noun,B1
supplier,noun,B2
striker,noun,C2
speaker,noun,A2
server,noun,B1
traveller,noun,B1
striker,noun,C1
spelling,noun,A2
spending,noun,C2
smoking,noun,A1
sewing,noun,C1
shopping,noun,A2
training,noun,B1
sightseeing,noun,A2
trekking,noun,B2
station,noun,B1
starvation,noun,C2
suggestion,noun,B1
translation,noun,B1
suspicion,noun,C1
supervision,noun,C1
tension,noun,B2
temptation,noun,B2
tension,noun,B2
transportation,noun,C1
socialism,noun,C2
tourism,noun,B1
therapist,noun,C1
specialist,noun,B2
socialist,noun,C1
tourist,noun,A2
sincerity,noun,C2
stupidity,noun,C2
superiority,noun,C2
summarize,verb,C1
socialize,verb,B2
treatment,noun,B2
statement,noun,B2
sickness,noun,B2
softness,noun,B2
tiredness,noun,B2
shyness,noun,C1
stubbornness,noun,C2
tenderness,noun,C2
toughness,noun,C2
sponsor,noun,B2
sponsor,verb,B2
solicitor,noun,C1
successor,noun,C1
supervisor,noun,C1
sponsorship,noun,C1
terrorism,noun,B2
terrorist,noun,B2
sheep,noun,A1
snake,noun,A2
shark,noun,B1
tiger,noun,B1
species,noun,B2
swan,noun,B2
tail,noun,B2
trap,noun,B2
trail,noun,C2
territory,noun,B2
show,noun,A2
song,noun,A2
stage,noun,A2
star,noun,A2
tune,noun,A2
soap,noun,B1
statue,noun,B1
trumpet,noun,B1
set,noun,B2
shot,noun,B2
show,noun,B2
solo,noun,B2
soundtrack,noun,B2
string,noun,B2
tabloid,noun,B2
track,noun,B2
sketch,noun,C1
tune,noun,C1
spotlight,noun,C2
trilogy,noun,C2
soul,noun,A2
techno,noun,C1
subtitles,noun,C1
star,verb,B1
tooth,noun,A1
stomach,noun,A2
temperature,noun,A2
toe,noun,A2
shoulder,noun,B1
tablet,noun,B1
test,noun,B1
throat,noun,B1
thumb,noun,B1
tongue,noun,B1
skeleton,noun,B2
spot,noun,B2
stroke,noun,B2
symptom,noun,B2
thigh,noun,B2
toenail,noun,B2
side effect,noun,C1
spine,noun,C1
skull,noun,C2
system,noun,C2
transplant,noun,C2
sight,noun,B1
smell,noun,B2
surgery,noun,B2
sweat,noun,B2
touch,noun,B2
stamina,noun,C1
stomach ache,noun,A2
toothache,noun,A2
skin,noun,B1
therapy,noun,B2
strain,noun,C2
sweat,verb,B2
treat,verb,B2
transmit,verb,C2
starve,verb,C1
shirt,noun,A1
shoe,noun,A1
skirt,noun,A1
T-shirt,noun,A1
sock,noun,A2
suit,noun,A2
swimming costume,noun,A2
tie,noun,A2
sleeve,noun,B1
sweatshirt,noun,B1
top,noun,B1
tracksuit,noun,B1
stocking,noun,C1
strap,noun,C2
trousers,noun,A1
shorts,noun,A2
sunglasses,noun,A2
tights,noun,A2
take,verb,B1
sign,noun,A2
stamp,noun,A2
story,noun,A2
shout,noun,B1
signature,noun,B1
subject,noun,B1
table,noun,B1
talk,noun,B1
text,noun,B1
tick,noun,B1
tip,noun,B1
title,noun,B1
topic,noun,B1
sign,noun,B2
signal,noun,B2
slash,noun,B2
speech,noun,B2
summary,noun,B2
survey,noun,B2
syllable,noun,B2
symbol,noun,B2
tale,noun,B2
talk,noun,B2
term,noun,B2
theme,noun,B2
threat,noun,B2
slogan,noun,C1
story,noun,C2
speech,noun,B1
text,noun,B1
support,noun,B2
slang,noun,C1
talk,noun,C2
stress,noun,B2
tone,noun,B2
tribute,noun,C2
terms,noun,B2
thanks,noun,B2
talk,verb,A1
swear,verb,B2
talk,verb,B2
talk,verb,B2
speak,verb,A1
tell,verb,A1
thank,verb,A2
show,verb,B1
suggest,verb,B1
suggest,verb,B1
take,verb,B1
settle,verb,B2
show,verb,B2
specify,verb,B2
stress,verb,B2
stress,verb,B2
support,verb,B2
tell,verb,B2
threaten,verb,B2
settle,verb,C1
skip,verb,C1
support,verb,C1
take,verb,C2
speak,verb,A1
shout,verb,A2
spell,verb,A2
sign,verb,B1
translate,verb,B1
spread,verb,B2
swear,verb,B2
tease,verb,B2
snap,verb,C2
suspect,noun,B2
trial,noun,B2
testify,verb,C2
suspect,verb,B2
smuggle,verb,C1
serve,verb,C2
try,verb,C2
size,noun,A2
square,noun,A2
star,noun,A2
stripe,noun,B1
shade,noun,B2
shortage,noun,B2
ton,noun,B2
triangle,noun,B2
strip,noun,C1
size,noun,A2
shape,noun,B1
student,noun,A1
subject,noun,A1
test,noun,A1
term,noun,A2
timetable,noun,A2
syllabus,noun,C2
take,verb,B1
study,verb,B2
slice,noun,A2
snack,noun,A2
soft drink,noun,A2
spoon,noun,A2
sweet,noun,A2
strawberry,noun,B1
takeaway,noun,B1
tin,noun,B1
teaspoon,noun,B2
tin,noun,B2
tray,noun,B2
spirit,noun,C1
sip,noun,C2
stone,noun,C2
straw,noun,C2
soup,noun,A1
sugar,noun,A1
toast,noun,A2
spinach,noun,B1
tea,noun,B1
service,noun,B2
soya,noun,C1
tea,noun,A1
tomato,noun,A1
steak,noun,A2
supper,noun,A2
spice,noun,B1
taste,noun,B1
tuna,noun,B1
sweets,noun,A2
sip,verb,C1
shower,noun,A1
table,noun,A1
toilet,noun,A1
shelf,noun,A2
sink,noun,A2
sitting room,noun,A2
sofa,noun,A2
towel,noun,A2
sheet,noun,B1
step,noun,B1
study,noun,B1
tap,noun,B1
tower,noun,B1
shed,noun,B2
shelter,noun,B2
stool,noun,B2
storey,noun,B2
terrace,noun,B2
staircase,noun,C1
stable,noun,C2
structure,noun,C2
throne,noun,C2
structure,noun,B2
stairs,noun,A2
sum,noun,B1
tip,noun,B1
subsidy,noun,C1
support,noun,B2
treasure,noun,B2
tax,noun,B1
tax,verb,C1
settle,verb,C2
squander,verb,C2
tree,noun,A1
star,noun,A2
storm,noun,A2
thunderstorm,noun,A2
shower,noun,B1
stream,noun,B1
suburb,noun,B2
tide,noun,B2
tornado,noun,B2
trunk,noun,B2
spring,noun,C1
state,noun,C1
stretch,noun,C1
snow,noun,A1
silver,noun,A2
sky,noun,A2
shade,noun,B1
space,noun,B1
sunshine,noun,B1
thunder,noun,B1
steam,noun,B2
steel,noun,B2
sunlight,noun,B2
straw,noun,C1
tobacco,noun,C1
tin,noun,C2
summer,noun,A1
town,noun,A1
spring,noun,A2
shore,noun,B1
stone,noun,B1
sunrise,noun,B1
sunset,noun,B1
shell,noun,B2
skin,noun,B2
soil,noun,B2
snow,verb,A2
set,verb,B1
settle,verb,C1
shower,noun,A1
step,noun,B1
sigh,noun,B2
struggle,noun,B2
study,noun,B2
tap,noun,B2
support,noun,B1
sit,verb,A2
stand,verb,A2
slip,verb,B1
succeed,verb,B1
sunbathe,verb,B1
turn,verb,B1
shiver,verb,B2
snore,verb,B2
stare,verb,B2
struggle,verb,B2
struggle,verb,B2
switch,verb,B2
trip,verb,B2
shudder,verb,C2
sniff,verb,C2
stagger,verb,C2
struggle,verb,C2
show,verb,A1
take,verb,A1
take,verb,A1
spend,verb,A2
tidy,verb,A2
smell,verb,B1
spoil,verb,B1
stop,verb,B1
strike,verb,B1
take,verb,B1
take,verb,B1
take,verb,B1
tie,verb,B1
transfer,verb,B1
try,verb,B1
set,verb,B2
skip,verb,B2
slap,verb,B2
slice,verb,B2
sort,verb,B2
spot,verb,B2
spray,verb,B2
squash,verb,B2
squeeze,verb,B2
stimulate,verb,B2
store,verb,B2
stroke,verb,B2
study,verb,B2
substitute,verb,B2
supply,verb,B2
support,verb,B2
sweep,verb,B2
tackle,verb,B2
take,verb,B2
test,verb,B2
time,verb,B2
transform,verb,B2
shift,verb,C1
simplify,verb,C1
sow,verb,C1
spread,verb,C1
total,verb,C1
trace,verb,C1
trace,verb,C1
snatch,verb,C2
spread,verb,C2
sprinkle,verb,C2
track,verb,C2
smoke,verb,A1
start,verb,A1
stop,verb,A1
share,verb,A2
share,verb,A2
shut,verb,A2
throw,verb,A2
try,verb,A2
turn,verb,A2
shake,verb,B1
shoot,verb,B1
spill,verb,B1
start,verb,B1
stick,verb,B1
stop,verb,B1
tear,verb,B1
tie,verb,B1
turn,verb,B1
share,verb,B2
slam,verb,B2
smash,verb,B2
soak,verb,B2
splash,verb,B2
split,verb,B2
stretch,verb,B2
stretch,verb,B2
supervise,verb,B2
swing,verb,B2
tap,verb,B2
tighten,verb,B2
turn,verb,B2
slow,verb,C2
snap,verb,C2
sniff,verb,C2
spit,verb,C2
split,verb,C2
stain,verb,C2
stamp,verb,C2
tip,verb,C2
tread,verb,C2
tan,noun,B2
sex,noun,B1
strength,noun,B2
style,noun,B2
shampoo,noun,A2
shave,verb,B1
strengthen,verb,B2
thought,noun,B1
soul,noun,B2
test,noun,B2
snob,noun,C2
trait,noun,C2
surprise,noun,B2
sympathy,noun,B2
trust,noun,B2
shame,noun,C1
strength,noun,C1
spite,noun,C2
tact,noun,C2
triumph,noun,C2
shock,noun,B1
skill,noun,B1
stress,noun,B1
talent,noun,B1
strain,noun,B2
taste,noun,B2
spirit,noun,B2
standard,noun,C2
surprise,verb,B1
trust,verb,B1
terrify,verb,B2
tolerate,verb,B2
think,verb,A1
think,verb,A1
shock,verb,B2
stimulate,verb,B2
suffer,verb,B2
tire,verb,C2
service,noun,B2
sister,noun,A1
son,noun,A1
sister-in-law,noun,B2
son-in-law,noun,B2
stepfather,noun,B2
stepmother,noun,B2
sport,noun,A1
skateboard,noun,A2
toy,noun,A2
ski,noun,B1
snowboard,noun,B1
stall,noun,B1
tournament,noun,B1
track,noun,B1
set,noun,B2
shot,noun,B2
swing,noun,B2
target,noun,B2
trophy,noun,B2
stroke,noun,C1
triumph,noun,C1
squad,noun,C2
title,noun,C2
sport,noun,A1
tennis,noun,A1
table tennis,noun,A2
service,noun,B1
squash,noun,B1
stock,noun,B2
track,noun,B2
tie,verb,C2
support,verb,B1
stock,verb,C1
site,noun,A2
switch,noun,B1
signal,noun,B2
telescope,noun,B2
thermometer,noun,B2
tone,noun,B2
software,noun,A2
social networking,noun,B1
spam,noun,C1
technology,noun,B1
stop,verb,B1
stop,noun,A1
street,noun,A1
taxi,noun,A1
train,noun,A1
ship,noun,A2
suitcase,noun,A2
traffic light,noun,A2
tram,noun,A2
trip,noun,A2
single,noun,B1
souvenir,noun,B1
stay,noun,B1
tent,noun,B1
timetable,noun,B1
track,noun,B1
traffic jam,noun,B1
truck,noun,B1
tunnel,noun,B1
steering wheel,noun,B2
stopover,noun,B2
subway,noun,B2
trail,noun,B2
shuttle,noun,C1
tank,noun,C1
tractor,noun,C2
traffic,noun,A2
transport,noun,B1
travel,noun,B1
transport,noun,B2
traffic,noun,C2
tour,noun,A2
track,noun,C1
stay,verb,A2
stop,verb,A2
take,verb,A2
servant,noun,B2
slave,noun,B2
superior,noun,C1
takeover,noun,C1
technician,noun,C1
trade,noun,C1
trainee,noun,C1
service,noun,C1
strike,noun,B1
trade,noun,B2
strike,verb,B2
transfer,verb,B2
serve,verb,C1
spider,noun,B1
thief,noun,B1
temple,noun,B1
torture,verb,C2
survival,noun,B2
significance,noun,C1
teacher,noun,A1
singer,noun,A2
trainer,noun,B1
shopkeeper,noun,B2
supporter,noun,B2
taxpayer,noun,C2
thinker,noun,C2
toddler,noun,C2
trader,noun,C2
shortcoming,noun,C1
shopping,noun,A1
singing,noun,A2
skateboarding,noun,A2
skating,noun,A2
skiing,noun,A2
snowboarding,noun,A2
surfing,noun,A2
swimming,noun,A2
teaching,noun,B1
training,noun,B1
suffering,noun,B2
timing,noun,B2
station,noun,A1
situation,noun,B1
solution,noun,B1
suspicion,noun,B2
speculation,noun,C1
simplification,noun,C2
tradition,noun,B2
simulation,noun,C1
substitution,noun,C1
transaction,noun,C1
transformation,noun,C1
transition,noun,C2
speciality,noun,C1
simplicity,noun,C1
solidarity,noun,C1
stability,noun,C1
suitability,noun,C1
severity,noun,C2
superiority,noun,C2
sustainability,noun,C2
tranquility,noun,C2
similarity,noun,B2
superlative,noun,A2
specialize,verb,B2
sympathize,verb,C2
sympathize,verb,C2
settlement,noun,C1
settlement,noun,C2
settlement,noun,C2
statement,noun,C2
treatment,noun,B2
spectator,noun,B2
survivor,noun,B2
successor,noun,C2
shooting,noun,B2
shop,noun,A1
supermarket,noun,A1
swimming pool,noun,A1
thing,noun,A1
ticket,noun,A1
set,noun,A2
shop assistant,noun,A2
side,noun,A2
side,noun,A2
side,noun,A2
skate,noun,A2
sort,noun,A2
sports centre,noun,A2
square,noun,A2
stadium,noun,A2
surname,noun,A2
surprise,noun,A2
text,noun,A2
textbook,noun,A2
text message,noun,A2
theatre,noun,A2
thing,noun,A2
thing,noun,A2
toothbrush,noun,A2
top,noun,A2
tour guide,noun,A2
session,noun,B1
sign,noun,B1
sign,noun,B1
signpost,noun,B1
site,noun,B1
sleep,noun,B1
smell,noun,B1
smile,noun,B1
spot,noun,B1
spy,noun,B1
stick,noun,B1
stop,noun,B1
store,noun,B1
studio,noun,B1
studio,noun,B1
subject,noun,B1
success,noun,B1
system,noun,B1
tense,noun,B1
tissue,noun,B1
total,noun,B1
travel agent,noun,B1
trend,noun,B1
trick,noun,B1
trick,noun,B1
tube,noun,B1
shot,noun,B2
side,noun,B2
slope,noun,B2
smell,noun,B2
society,noun,B2
source,noun,B2
spirit,noun,B2
splash,noun,B2
spot,noun,B2
spray,noun,B2
spreadsheet,noun,B2
stage,noun,B2
stain,noun,B2
state,noun,B2
step,noun,B2
story,noun,B2
strategy,noun,B2
studio,noun,B2
substitute,noun,B2
suffix,noun,B2
surface,noun,B2
surgery,noun,B2
sword,noun,B2
system,noun,B2
target,noun,B2
task,noun,B2
terminal,noun,B2
text,noun,B2
theory,noun,B2
thesis,noun,B2
thing,noun,B2
thing,noun,B2
third,noun,B2
threat,noun,B2
time,noun,B2
timetable,noun,B2
tomb,noun,B2
tool,noun,B2
tool,noun,B2
torch,noun,B2
trick,noun,B2
trolley,noun,B2
tube,noun,B2
setback,noun,C1
sketch,noun,C1
slot,noun,C1
slot,noun,C1
source,noun,C1
spectrum,noun,C1
sphere,noun,C1
spokesman,noun,C1
spokesperson,noun,C1
stand,noun,C1
star,noun,C1
statistic,noun,C1
status symbol,noun,C1
stereotype,noun,C1
strength,noun,C1
stroll,noun,C1
summit,noun,C1
surge,noun,C1
surgeon,noun,C1
tactic,noun,C1
tendency,noun,C1
thrill,noun,C1
tip,noun,C1
toast,noun,C1
token,noun,C1
tool,noun,C1
trek,noun,C1
shade,noun,C2
shield,noun,C2
shock,noun,C2
shock,noun,C2
side effect,noun,C2
siren,noun,C2
sketch,noun,C2
spade,noun,C2
spark,noun,C2
spark,noun,C2
specimen,noun,C2
spectrum,noun,C2
splash,noun,C2
stance,noun,C2
stand,noun,C2
standpoint,noun,C2
start,noun,C2
strand,noun,C2
strand,noun,C2
stroke,noun,C2
summit,noun,C2
supplement,noun,C2
symptom,noun,C2
synonym,noun,C2
tank,noun,C2
tenant,noun,C2
thread,noun,C2
threshold,noun,C2
timber,noun,C2
touch,noun,C2
treasure,noun,C2
treaty,noun,C2
truth,noun,C2
today,noun,A1
tomorrow,noun,A1
soap,noun,A2
south,noun,A2
time,noun,A2
tonight,noun,A2
town,noun,A2
sex,noun,B1
side,noun,B1
silence,noun,B1
silk,noun,B1
sleep,noun,B1
smoke,noun,B1
southeast,noun,B1
southwest,noun,B1
stuff,noun,B1
success,noun,B1
time,noun,B1
toothpaste,noun,B1
trade,noun,B1
trouble,noun,B1
shelter,noun,B2
sight,noun,B2
space,noun,B2
speed,noun,B2
storage,noun,B2
study,noun,B2
taste,noun,B2
thought,noun,B2
today,noun,B2
trouble,noun,B2
trouble,noun,B2
trouble,noun,B2
truth,noun,B2
slavery,noun,C1
smog,noun,C1
solitude,noun,C1
status,noun,C1
stress,noun,C1
teamwork,noun,C1
time,noun,C1
tuition,noun,C1
silence,noun,C2
slaughter,noun,C2
spice,noun,C2
stardom,noun,C2
strength,noun,C2
suspense,noun,C2
sympathy,noun,C2
territory,noun,C2
theory,noun,C2
timber,noun,C2
tomorrow,noun,C2
trouble,noun,C2
Sunday,noun,A1
Thursday,noun,A1
time,noun,A1
Tuesday,noun,A1
sound,noun,A2
space,noun,A2
telephone,noun,A2
temperature,noun,A2
time,noun,A2
service,noun,B1
shadow,noun,B1
society,noun,B1
speed,noun,B1
style,noun,B1
style,noun,B1
technique,noun,B1
trouble,noun,B1
turkey,noun,B1
service,noun,B2
silence,noun,B2
standard,noun,B2
string,noun,B2
substance,noun,B2
supply,noun,B2
territory,noun,B2
trace,noun,B2
tragedy,noun,B2
transfer,noun,B2
spirit,noun,C1
texture,noun,C1
trial,noun,C1
splendour,noun,C2
stimulus,noun,C2
surplus,noun,C2
thread,noun,C2
track,noun,C2
trauma,noun,C2
statistics,noun,B2
surroundings,noun,B2
telecommunications,noun,B2
talks,noun,C2
troops,noun,C2
singular,noun,A2
swim,noun,A2
surface,noun,B2
taste,noun,B2
the third person,noun,B2
toll,noun,C1
slice,noun,C2
thought,noun,C2
threat,noun,C2
toll,noun,C2
tone,noun,C2
sit,verb,A1
sleep,verb,A1
stay,verb,A1
stand,verb,A2
stop,verb,A2
think,verb,A2
shine,verb,B1
shoot,verb,B1
shop,verb,B1
skate,verb,B1
ski,verb,B1
smell,verb,B1
stay,verb,B1
surf,verb,B1
think,verb,B1
think,verb,B1
travel,verb,B1
settle,verb,B2
shake,verb,B2
sigh,verb,B2
sink,verb,B2
sit,verb,B2
smell,verb,B2
sneeze,verb,B2
sob,verb,B2
speak,verb,B2
spread,verb,B2
suffer,verb,B2
think,verb,B2
train,verb,B2
tremble,verb,B2
serve,verb,C1
spy,verb,C1
stand,verb,C1
thrive,verb,C1
shake,verb,C2
shine,verb,C2
shine,verb,C2
slip,verb,C2
snap,verb,C2
soar,verb,C2
soar,verb,C2
squeak,verb,C2
stand,verb,C2
stand,verb,C2
stumble,verb,C2
stumble,verb,C2
submit,verb,C2
threaten,verb,C2
tick,verb,C2
serve,verb,A2
spend,verb,A2
take,verb,A2
take,verb,A2
take,verb,A2
teach,verb,A2
text,verb,A2
serve,verb,B1
solve,verb,B1
support,verb,B1
support,verb,B1
surround,verb,B1
take,verb,B1
taste,verb,B1
teach,verb,B1
test,verb,B1
tick,verb,B1
turn,verb,B1
set,verb,B2
show,verb,B2
stab,verb,B2
stamp,verb,B2
store,verb,B2
strain,verb,B2
strike,verb,B2
submit,verb,B2
suggest,verb,B2
suit,verb,B2
suit,verb,B2
suspect,verb,B2
suspend,verb,B2
take,verb,B2
test,verb,B2
train,verb,B2
transport,verb,B2
treat,verb,B2
treat,verb,B2
treat,verb,B2
trick,verb,B2
shield,verb,C1
shoot,verb,C1
spare,verb,C1
split,verb,C1
spoil,verb,C1
stand,verb,C1
suppose,verb,C1
suspend,verb,C1
threaten,verb,C1
trigger,verb,C1
shape,verb,C2
sharpen,verb,C2
sharpen,verb,C2
spark,verb,C2
spread,verb,C2
spur,verb,C2
stain,verb,C2
stir,verb,C2
strain,verb,C2
strike,verb,C2
structure,verb,C2
summon,verb,C2
summon,verb,C2
supplement,verb,C2
support,verb,C2
suppress,verb,C2
suppress,verb,C2
suppress,verb,C2
surround,verb,C2
suspect,verb,C2
sustain,verb,C2
sustain,verb,C2
swallow,verb,C2
swear,verb,C2
take,verb,C2
take,verb,C2
target,verb,C2
thrill,verb,C2
time,verb,C2
tolerate,verb,C2
top,verb,C2
track,verb,C2
sing,verb,A1
study,verb,A1
swim,verb,A1
teach,verb,A1
travel,verb,A1
shut,verb,A2
steal,verb,A2
surf,verb,A2
sew,verb,B1
share,verb,B1
sink,verb,B1
smile,verb,B1
stir,verb,B1
tour,verb,B1
train,verb,B1
shrink,verb,B2
spread,verb,B2
start,verb,B2
start,verb,B2
steer,verb,B2
survive,verb,B2
swallow,verb,B2
touch,verb,B2
trade,verb,B2
shift,verb,C1
shine,verb,C1
shorten,verb,C1
show,verb,C1
soak,verb,C1
spin,verb,C1
sue,verb,C1
swap,verb,C1
transmit,verb,C1
shrug,verb,C2
signal,verb,C2
speculate,verb,C2
split,verb,C2
stir,verb,C2
suck,verb,C2
trail,verb,C2
soldier,noun,B1
torture,noun,C1
torture,noun,C2
suicide,noun,B2
theft,noun,B2
shattered,adjective,C2
starving,adjective,B2
thus,adverb,B2
sir,noun,B1
sure,adverb,A2
tiresome,adjective,C2
tertiary,adjective,C1
somewhat,adverb,C1
thereby,adverb,C1
thereafter,adverb,C2
substantial,adjective,B2
trivial,adjective,B2
tropical,adjective,B2
torrential,adjective,C2
spiritual,adjective,B2
technical,adjective,B2
stereotypical,adjective,C2
superficial,adjective,C2
technical,adjective,B2
technological,adjective,B2
short-sighted,adjective,C2
so-called,adjective,B2
tired,adjective,A1
surprised,adjective,A2
shocked,adjective,B1
stressed,adjective,B1
talented,adjective,B1
terrified,adjective,B1
sophisticated,adjective,B2
thrilled,adjective,B2
shattered,adjective,C2
short-sighted,adjective,C2
stunned,adjective,C2
sophisticated,adjective,B2
stressful,adjective,B1
skilful,adjective,B2
thoughtful,adjective,B2
thoughtful,adjective,C1
tactful,adjective,C2
toxic,adjective,B2
therapeutic,adjective,C1
sympathetic,adjective,B2
tragic,adjective,B2
setting,noun,B2
stunning,adjective,B2
thrilling,adjective,B2
sparkling,adjective,C1
staggering,adjective,C1
soothing,adjective,C2
thriving,adjective,C2
setting,noun,B2
shocking,adjective,B1
surprising,adjective,B1
tiring,adjective,B1
terrifying,adjective,B2
transmission,noun,C2
stylish,adjective,B1
snobbish,adjective,C2
supportive,adjective,C1
talkative,adjective,C1
spotless,adjective,C2
tasteless,adjective,C2
tasteless,adjective,C1
speechless,adjective,C1
tactless,adjective,C2
thoughtless,adjective,C2
terribly,adverb,B1
totally,adverb,B1
seriously,adverb,B2
simply,adverb,B2
slightly,adverb,B2
strongly,adverb,B2
surely,adverb,B2
surely,adverb,B2
tremendously,adverb,B2
truly,adverb,C1
sufficiently,adverb,C1
surprisingly,adverb,B1
tragically,adverb,C2
technologically,adverb,C1
suspicious,adjective,B2
simultaneous,adjective,C1
spacious,adjective,C1
tedious,adjective,C1
serious,adjective,B1
suspicious,adjective,B2
sexy,adjective,B2
shabby,adjective,C1
stormy,adjective,C1
thirsty,adjective,A2
spicy,adjective,B1
tasty,adjective,B1
sunny,adjective,A2
stormy,adjective,B2
sporty,adjective,C1
sexual,adjective,C1
tabloid,adjective,B2
trio,noun,C2
set,verb,B1
sick,adjective,A2
sick,adjective,A2
sore,adjective,B1
swollen,adjective,B2
side,noun,C2
stitch,noun,C2
tight,adjective,B1
sorry,adjective,A1
short,adjective,A2
sorry,adjective,A2
short,adjective,B2
slight,adjective,B2
straight,adjective,B2
total,adjective,B2
so,adverb,A2
therefore,adverb,B1
thank you,noun,B1
target,noun,C1
strict,adjective,B2
small,adjective,A1
silver,adjective,A2
single,adjective,A2
soft,adjective,A2
soft,adjective,A2
special,adjective,A2
square,adjective,A2
straight,adjective,A2
terrible,adjective,A2
thin,adjective,A2
sharp,adjective,B1
smooth,adjective,B1
strong,adjective,B1
strong,adjective,B1
terrific,adjective,B1
thick,adjective,B1
tiny,adjective,B1
severe,adjective,B2
shallow,adjective,B2
single,adjective,B2
solid,adjective,B2
solid,adjective,B2
standard,adjective,B2
stiff,adjective,B2
stiff,adjective,B2
straight,adjective,B2
strong,adjective,B2
sufficient,adjective,B2
superb,adjective,B2
thick,adjective,B2
tight,adjective,B2
transparent,adjective,B2
tremendous,adjective,B2
tremendous,adjective,B2
solid,adjective,C1
splendid,adjective,C1
state-of-the-art,adjective,C1
terrific,adjective,C1
tranquil,adjective,C1
sober,adjective,C2
swift,adjective,C2
tight,adjective,C2
tough,adjective,C2
troublesome,adjective,C2
through,adverb,B1
that,adverb,B2
together,adverb,B2
this,adverb,C1
tight,adverb,C2
sweet,adjective,A1
sour,adjective,B1
still,adjective,B1
tough,adjective,B2
stale,adjective,C1
tender,adjective,C2
thirst,noun,B2
stock market,noun,C1
share,noun,C2
solar,adjective,B2
sun,noun,A1
stone,noun,B1
struggle,noun,B2
touch,noun,B2
try,noun,B2
touch,verb,B1
set,verb,B2
shower,verb,B2
squash,verb,B2
tip,verb,C2
slim,adjective,A1
small,adjective,A1
strong,adjective,A2
thin,adjective,A2
teenage,adjective,B1
shy,adjective,B1
silly,adjective,B1
smart,adjective,B1
strict,adjective,B1
stupid,adjective,B1
sweet,adjective,B1
severe,adjective,B2
sharp,adjective,B2
sorry,adjective,B2
strict,adjective,B2
strong,adjective,B2
strong,adjective,B2
stubborn,adjective,B2
tense,adjective,B2
tense,adjective,B2
tough,adjective,B2
sincere,adjective,C1
stable,adjective,C1
trustworthy,adjective,C1
shallow,adjective,C2
shrewd,adjective,C2
sick,adjective,C2
sober,adjective,C2
stern,adjective,C2
stiff,adjective,C2
superior,adjective,C2
tender,adjective,C2
timid,adjective,C2
TRUE,adjective,C2
side,noun,B2
side,noun,B2
temper,noun,B2
terror,noun,B2
touch,verb,B2
state,adjective,B2
totalitarian,adjective,C2
single,adjective,A2
strong,adjective,B1
together,adverb,A1
tribe,noun,B2
side,noun,C2
shut,adjective,B1
sports,adjective,B1
team,noun,A2
side,noun,C2
smart,adjective,C1
thread,noun,C2
silent,adjective,B2
staff,noun,A2
team,noun,B1
shift,noun,B2
sociable,adjective,B1
suitable,adjective,B1
sustainable,adjective,C1
sustainable,adjective,C1
social,adjective,B1
traditional,adjective,B1
social,adjective,B2
supernatural,adjective,B2
statistical,adjective,C1
structural,adjective,C2
superficial,adjective,C2
territorial,adjective,C2
theoretical,adjective,C2
theoretical,adjective,C2
tribal,adjective,C2
tolerant,adjective,C1
skilled,adjective,B2
soaked,adjective,B2
so-called,adjective,B2
troubled,adjective,C1
stranded,adjective,C2
structured,adjective,C2
successful,adjective,B1
successful,adjective,B2
successful,adjective,B2
shameful,adjective,C1
skilful,adjective,C1
thankful,adjective,C1
tasteful,adjective,C2
thoughtful,adjective,C2
tangible,adjective,C2
specific,adjective,B2
specific,adjective,C1
strategic,adjective,C1
therapeutic,adjective,C1
symbolic,adjective,C2
sympathetic,adjective,C2
systematic,adjective,C2
traumatic,adjective,C2
soaking,adjective,B2
sparkling,adjective,B2
starving,adjective,B2
striking,adjective,B2
surrounding,adjective,B2
soaring,adjective,C1
time-consuming,adjective,C1
transmission,noun,C2
transitive,adjective,B2
subjective,adjective,C1
successive,adjective,C2
tasteless,adjective,C2
slowly,adverb,A2
seriously,adverb,B1
softly,adverb,B1
specially,adverb,B1
suddenly,adverb,B1
severely,adverb,B2
sharply,adverb,B2
shortly,adverb,B2
significantly,adverb,B2
silently,adverb,B2
simply,adverb,B2
simply,adverb,B2
simultaneously,adverb,B2
smoothly,adverb,B2
steadily,adverb,B2
strangely,adverb,B2
strictly,adverb,B2
successfully,adverb,B2
suitably,adverb,B2
suspiciously,adverb,B2
temporarily,adverb,B2
terribly,adverb,B2
thoroughly,adverb,B2
thoroughly,adverb,B2
