word,pos,cefr_int,cefr
overload,VERB,6,C
open,VERB,4,B
operate,VERB,4,B
murder,NOUN,3,B
mosque,NOUN,2,A
misunderstanding,NOUN,4,B
misfortune,NOUN,5,C
misuse,NOUN,5,C
misbehave,VERB,5,C
misunderstand,VERB,4,B
misuse,VERB,5,C
misplace,VERB,6,C
original,NOUN,4,B
occurrence,NOUN,5,C
negligence,NOUN,6,C
keeper,NOUN,3,B
lawyer,NOUN,3,B
lighter,NOUN,3,B
monster,NOUN,3,B
officer,NOUN,3,B
lecturer,NOUN,4,B
maker,NOUN,4,B
master,NOUN,4,B
minister,NOUN,4,B
organizer,NOUN,4,B
listener,NOUN,5,C
mechanic,NOUN,2,A
opening,NOUN,6,C
jogging,NOUN,3,B
lighting,NOUN,4,B
mining,NOUN,5,C
networking,NOUN,5,C
loathing,NOUN,6,C
living,NOUN,4,B
location,NOUN,3,B
occasion,NOUN,3,B
mission,NOUN,4,B
occasion,NOUN,4,B
motivation,NOUN,5,C
negotiation,NOUN,5,C
observation,NOUN,5,C
organization,NOUN,3,B
observation,NOUN,4,B
opposition,NOUN,5,C
organization,NOUN,5,C
occupation,NOUN,6,C
obligation,NOUN,4,B
liberation,NOUN,5,C
limitation,NOUN,5,C
migration,NOUN,5,C
modification,NOUN,5,C
nomination,NOUN,5,C
medication,NOUN,6,C
mechanism,NOUN,5,C
mechanism,NOUN,5,C
journalism,NOUN,4,B
materialism,NOUN,6,C
journalist,NOUN,3,B
novelist,NOUN,4,B
mentality,NOUN,5,C
minority,NOUN,5,C
necessity,NOUN,5,C
liability,NOUN,5,C
necessity,NOUN,5,C
mediocrity,NOUN,6,C
normality,NOUN,6,C
nationality,NOUN,1,A
opportunity,NOUN,3,B
liability,NOUN,5,C
objective,NOUN,4,B
minimize,VERB,5,C
maximize,VERB,6,C
judgment,NOUN,4,B
movement,NOUN,5,C
judgment,NOUN,6,C
loneliness,NOUN,5,C
operator,NOUN,4,B
membership,NOUN,3,B
leadership,NOUN,5,C
killing,NOUN,3,B
kind,NOUN,1,A
minute,NOUN,1,A
mobile,NOUN,1,A
month,NOUN,1,A
month,NOUN,1,A
number,NOUN,1,A
key,NOUN,2,A
kite,NOUN,2,A
level,NOUN,2,A
line,NOUN,2,A
mistake,NOUN,2,A
model,NOUN,2,A
moment,NOUN,2,A
noun,NOUN,2,A
nurse,NOUN,2,A
office,NOUN,2,A
order,NOUN,2,A
item,NOUN,3,B
jar,NOUN,3,B
judge,NOUN,3,B
jug,NOUN,3,B
key,NOUN,3,B
kit,NOUN,3,B
label,NOUN,3,B
lecture,NOUN,3,B
lock,NOUN,3,B
lottery,NOUN,3,B
mall,NOUN,3,B
method,NOUN,3,B
moment,NOUN,3,B
musician,NOUN,3,B
neighbourhood,NOUN,3,B
nightclub,NOUN,3,B
nightmare,NOUN,3,B
nightmare,NOUN,3,B
noticeboard,NOUN,3,B
object,NOUN,3,B
object,NOUN,3,B
offer,NOUN,3,B
olive,NOUN,3,B
opinion,NOUN,3,B
opposite,NOUN,3,B
option,NOUN,3,B
jewel,NOUN,4,B
judge,NOUN,4,B
landlady,NOUN,4,B
landlord,NOUN,4,B
layer,NOUN,4,B
leaflet,NOUN,4,B
leak,NOUN,4,B
lesson,NOUN,4,B
lid,NOUN,4,B
life,NOUN,4,B
lifestyle,NOUN,4,B
line,NOUN,4,B
link,NOUN,4,B
male,NOUN,4,B
mark,NOUN,4,B
match,NOUN,4,B
mayor,NOUN,4,B
measure,NOUN,4,B
medal,NOUN,4,B
message,NOUN,4,B
mine,NOUN,4,B
miracle,NOUN,4,B
motive,NOUN,4,B
motor,NOUN,4,B
nail,NOUN,4,B
needle,NOUN,4,B
neighbour,NOUN,4,B
network,NOUN,4,B
note,NOUN,4,B
nut,NOUN,4,B
jam,NOUN,5,C
journal,NOUN,5,C
king,NOUN,5,C
knob,NOUN,5,C
ladder,NOUN,5,C
lawn,NOUN,5,C
layout,NOUN,5,C
level,NOUN,5,C
line,NOUN,5,C
luxury,NOUN,5,C
mat,NOUN,5,C
ministry,NOUN,5,C
mode,NOUN,5,C
move,NOUN,5,C
myth,NOUN,5,C
nap,NOUN,5,C
network,NOUN,5,C
network,NOUN,5,C
network,NOUN,5,C
newsletter,NOUN,5,C
nickname,NOUN,5,C
norm,NOUN,5,C
notion,NOUN,5,C
obstacle,NOUN,5,C
overview,NOUN,5,C
overview,NOUN,5,C
journal,NOUN,6,C
knot,NOUN,6,C
landmark,NOUN,6,C
law,NOUN,6,C
leak,NOUN,6,C
leap,NOUN,6,C
legacy,NOUN,6,C
lifespan,NOUN,6,C
line,NOUN,6,C
line,NOUN,6,C
line,NOUN,6,C
line,NOUN,6,C
lump,NOUN,6,C
margin,NOUN,6,C
margin,NOUN,6,C
market,NOUN,6,C
memorial,NOUN,6,C
millennium,NOUN,6,C
missile,NOUN,6,C
model,NOUN,6,C
murmur,NOUN,6,C
novelty,NOUN,6,C
odour,NOUN,6,C
ordeal,NOUN,6,C
ornament,NOUN,6,C
outbreak,NOUN,6,C
outlet,NOUN,6,C
outlet,NOUN,6,C
outrage,NOUN,6,C
leather,NOUN,2,A
luck,NOUN,2,A
magic,NOUN,2,A
magic,NOUN,2,A
midday,NOUN,2,A
midnight,NOUN,2,A
noon,NOUN,2,A
north,NOUN,2,A
law,NOUN,3,B
light,NOUN,3,B
love,NOUN,3,B
love,NOUN,3,B
luxury,NOUN,3,B
medicine,NOUN,3,B
nightlife,NOUN,3,B
northeast,NOUN,3,B
northwest,NOUN,3,B
notice,NOUN,3,B
order,NOUN,3,B
justice,NOUN,4,B
laundry,NOUN,4,B
liberty,NOUN,4,B
litter,NOUN,4,B
luck,NOUN,4,B
magic,NOUN,4,B
man,NOUN,4,B
mankind,NOUN,4,B
opinion,NOUN,4,B
order,NOUN,4,B
jealousy,NOUN,5,C
literacy,NOUN,5,C
logic,NOUN,5,C
neglect,NOUN,5,C
nutrition,NOUN,5,C
office,NOUN,5,C
likelihood,NOUN,6,C
linen,NOUN,6,C
linen,NOUN,6,C
lure,NOUN,6,C
matter,NOUN,6,C
momentum,NOUN,6,C
morale,NOUN,6,C
nostalgia,NOUN,6,C
novelty,NOUN,6,C
order,NOUN,6,C
output,NOUN,6,C
January,NOUN,1,A
July,NOUN,1,A
June,NOUN,1,A
life,NOUN,1,A
March,NOUN,1,A
May,NOUN,1,A
Monday,NOUN,1,A
morning,NOUN,1,A
night,NOUN,1,A
night,NOUN,1,A
noise,NOUN,1,A
November,NOUN,1,A
October,NOUN,1,A
mail,NOUN,2,A
jail,NOUN,3,B
lamb,NOUN,3,B
life,NOUN,3,B
liquid,NOUN,3,B
material,NOUN,3,B
mystery,NOUN,3,B
length,NOUN,4,B
loss,NOUN,4,B
loss,NOUN,4,B
material,NOUN,4,B
mixture,NOUN,4,B
origin,NOUN,4,B
origin,NOUN,5,C
justification,NOUN,6,C
memory,NOUN,6,C
merger,NOUN,6,C
mishap,NOUN,6,C
monopoly,NOUN,6,C
muddle,NOUN,6,C
omission,NOUN,6,C
overload,NOUN,6,C
means,NOUN,4,B
outskirts,NOUN,4,B
odds,NOUN,5,C
mix,NOUN,3,B
manner,NOUN,4,B
manner,NOUN,4,B
mess,NOUN,4,B
mixture,NOUN,4,B
need,NOUN,4,B
note,NOUN,5,C
outlook,NOUN,5,C
loss,NOUN,6,C
match,NOUN,6,C
outlook,NOUN,6,C
matter,VERB,2,A
lie,VERB,3,B
lie,VERB,3,B
live,VERB,3,B
operate,VERB,3,B
jump,VERB,4,B
keep,VERB,4,B
look,VERB,4,B
occur,VERB,4,B
mingle,VERB,5,C
lecture,VERB,6,C
lie,VERB,6,C
linger,VERB,6,C
live,VERB,6,C
loom,VERB,6,C
loom,VERB,6,C
moan,VERB,6,C
mount,VERB,6,C
love,VERB,1,A
love,VERB,1,A
need,VERB,1,A
keep,VERB,2,A
keep,VERB,2,A
miss,VERB,2,A
keep,VERB,3,B
know,VERB,3,B
let,VERB,3,B
lose,VERB,3,B
lose,VERB,3,B
make,VERB,3,B
mean,VERB,3,B
mean,VERB,3,B
mind,VERB,3,B
miss,VERB,3,B
need,VERB,3,B
open,VERB,3,B
own,VERB,3,B
lack,VERB,4,B
launch,VERB,4,B
leave,VERB,4,B
light,VERB,4,B
link,VERB,4,B
lose,VERB,4,B
lower,VERB,4,B
maintain,VERB,4,B
make,VERB,4,B
measure,VERB,4,B
miss,VERB,4,B
move,VERB,4,B
name,VERB,4,B
occupy,VERB,4,B
overlook,VERB,4,B
keep,VERB,5,C
label,VERB,5,C
make,VERB,5,C
manage,VERB,5,C
match,VERB,5,C
meet,VERB,5,C
modify,VERB,5,C
motivate,VERB,5,C
neglect,VERB,5,C
nominate,VERB,5,C
number,VERB,5,C
offer,VERB,5,C
outnumber,VERB,5,C
outrage,VERB,5,C
outweigh,VERB,5,C
overdo,VERB,5,C
overtake,VERB,5,C
overwhelm,VERB,5,C
juggle,VERB,6,C
know,VERB,6,C
label,VERB,6,C
land,VERB,6,C
leak,VERB,6,C
leave,VERB,6,C
line,VERB,6,C
loathe,VERB,6,C
lure,VERB,6,C
mark,VERB,6,C
measure,VERB,6,C
meet,VERB,6,C
moderate,VERB,6,C
number,VERB,6,C
nurse,VERB,6,C
observe,VERB,6,C
offset,VERB,6,C
overhear,VERB,6,C
know,VERB,1,A
leave,VERB,1,A
meet,VERB,1,A
know,VERB,2,A
mix,VERB,2,A
open,VERB,2,A
order,VERB,2,A
join,VERB,3,B
knit,VERB,3,B
live,VERB,3,B
marry,VERB,3,B
match,VERB,3,B
mix,VERB,3,B
leak,VERB,4,B
lend,VERB,4,B
load,VERB,4,B
mark,VERB,4,B
melt,VERB,4,B
nod,VERB,4,B
operate,VERB,4,B
overtake,VERB,4,B
jam,VERB,5,C
judge,VERB,5,C
lengthen,VERB,5,C
lessen,VERB,5,C
negotiate,VERB,5,C
overestimate,VERB,5,C
judge,VERB,6,C
lead,VERB,6,C
loosen,VERB,6,C
mingle,VERB,6,C
murmur,VERB,6,C
overflow,VERB,6,C
overlap,VERB,6,C
kill,VERB,2,A
murder,VERB,3,B
kill,VERB,6,C
OK,ADJ,1,A
moreover,ADV,4,B
OK,ADJ,2,A
OK,ADJ,2,A
mad,ADJ,2,A
mad,ADJ,3,B
laid-back,ADJ,6,C
notwithstanding,ADV,5,C
likewise,ADV,6,C
miserable,ADJ,6,C
OK,ADV,2,A
misleading,ADJ,4,B
misinterpretation,NOUN,6,C
noticeable,ADJ,5,C
musical,ADJ,2,A
orchestral,ADJ,4,B
original,ADJ,4,B
medical,ADJ,4,B
oral,ADJ,4,B
minimal,ADJ,5,C
mental,ADJ,4,B
liberal,ADJ,5,C
natural,ADJ,5,C
national,ADJ,2,A
official,ADJ,4,B
liberal,ADJ,5,C
observant,ADJ,6,C
limited,ADJ,3,B
old-fashioned,ADJ,3,B
middle-aged,ADJ,3,B
motivated,ADJ,4,B
organized,ADJ,4,B
narrow-minded,ADJ,5,C
open-minded,ADJ,5,C
married,ADJ,2,A
overworked,ADJ,5,C
lenient,ADJ,6,C
negligible,ADJ,6,C
organic,ADJ,4,B
optimistic,ADJ,4,B
magnetic,ADJ,5,C
outstanding,ADJ,4,B
off-putting,ADJ,6,C
moving,ADJ,4,B
outgoing,ADJ,5,C
overwhelming,ADJ,5,C
operation,NOUN,3,B
operation,NOUN,5,C
opportunity,NOUN,4,B
negative,ADJ,4,B
massive,ADJ,4,B
negative,ADJ,4,B
lucrative,ADJ,6,C
negative,ADJ,3,B
objective,ADJ,4,B
offensive,ADJ,4,B
obsessive,ADJ,6,C
merciless,ADJ,6,C
musically,ADV,6,C
naturally,ADV,5,C
medically,ADV,6,C
mainly,ADV,3,B
largely,ADV,4,B
necessarily,ADV,4,B
legally,ADV,4,B
lovely,ADJ,2,A
lovely,ADJ,2,A
merely,ADV,4,B
negatively,ADV,4,B
nicely,ADV,4,B
merely,ADV,6,C
moderately,ADV,6,C
lively,ADJ,3,B
lonely,ADJ,3,B
kindly,ADV,3,B
jealously,ADV,4,B
nervously,ADV,4,B
nicely,ADV,4,B
openly,ADV,5,C
naturally,ADV,6,C
measurement,NOUN,4,B
measurement,NOUN,6,C
marvellous,ADJ,3,B
luxurious,ADJ,5,C
monotonous,ADJ,5,C
numerous,ADJ,5,C
jealous,ADJ,3,B
nervous,ADJ,3,B
jealous,ADJ,4,B
outrageous,ADJ,4,B
malicious,ADJ,6,C
misty,ADJ,4,B
lazy,ADJ,2,A
nosy,ADJ,6,C
lead,ADJ,3,B
live,ADJ,3,B
literary,ADJ,4,B
on,ADV,6,C
orchestra,NOUN,3,B
lead,NOUN,6,C
mad,ADJ,3,B
non-smoking,ADJ,4,B
on,ADV,2,A
long,ADJ,2,A
little,ADJ,4,B
no,ADV,1,A
maybe,ADV,2,A
no,ADV,2,A
just,ADV,3,B
just,ADV,3,B
nevertheless,ADV,4,B
overall,ADV,4,B
madam,NOUN,3,B
nonsense,NOUN,4,B
material,NOUN,5,C
offer,VERB,3,B
legal,ADJ,4,B
legal,ADJ,4,B
legitimate,ADJ,6,C
jury,NOUN,4,B
light,ADJ,1,A
little,ADJ,1,A
long,ADJ,1,A
new,ADJ,1,A
nice,ADJ,1,A
orange,ADJ,1,A
large,ADJ,2,A
left,ADJ,2,A
left-hand,ADJ,2,A
light,ADJ,2,A
loud,ADJ,2,A
low,ADJ,2,A
old,ADJ,2,A
last,ADJ,3,B
light,ADJ,3,B
low,ADJ,3,B
magnificent,ADJ,3,B
main,ADJ,3,B
maximum,ADJ,3,B
medium,ADJ,3,B
minimum,ADJ,3,B
narrow,ADJ,3,B
nasty,ADJ,3,B
near,ADJ,3,B
nearby,ADJ,3,B
opposite,ADJ,3,B
outdoor,ADJ,3,B
key,ADJ,4,B
level,ADJ,4,B
low,ADJ,4,B
medieval,ADJ,4,B
mere,ADJ,4,B
middle,ADJ,4,B
modest,ADJ,4,B
outer,ADJ,4,B
outside,ADJ,4,B
oval,ADJ,4,B
middle,ADJ,5,C
mild,ADJ,5,C
moderate,ADJ,5,C
mundane,ADJ,5,C
marginal,ADJ,6,C
mediocre,ADJ,6,C
minute,ADJ,6,C
outside,ADV,1,A
left,ADV,2,A
less,ADV,2,A
most,ADV,2,A
outside,ADV,2,A
over,ADV,2,A
least,ADV,3,B
low,ADV,3,B
more,ADV,3,B
much,ADV,3,B
much,ADV,3,B
near,ADV,3,B
nearby,ADV,3,B
opposite,ADV,3,B
little,ADV,5,C
minimum,NOUN,3,B
mild,ADJ,4,B
off,ADJ,4,B
overdrawn,ADJ,5,C
monetary,ADJ,6,C
owe,VERB,3,B
lose,VERB,5,C
mild,ADJ,3,B
manual,ADJ,4,B
look,NOUN,3,B
match,VERB,3,B
mark,VERB,5,C
little,ADJ,1,A
old,ADJ,1,A
old,ADJ,1,A
nice,ADJ,1,A
kind,ADJ,2,A
keen,ADJ,3,B
keen,ADJ,3,B
miserable,ADJ,3,B
nasty,ADJ,3,B
new,ADJ,3,B
loyal,ADJ,4,B
mature,ADJ,4,B
mean,ADJ,4,B
mean,ADJ,4,B
miserable,ADJ,4,B
nasty,ADJ,4,B
naughty,ADJ,4,B
knowledgeable,ADJ,5,C
low,ADJ,5,C
modest,ADJ,5,C
naive,ADJ,5,C
noble,ADJ,5,C
mechanical,ADJ,6,C
open,ADJ,6,C
mentally,ADV,4,B
knowledge,NOUN,3,B
name,NOUN,4,B
nuisance,NOUN,4,B
move,VERB,4,B
left-wing,ADJ,5,C
out,ADV,3,B
online,ADJ,2,A
mechanical,ADJ,4,B
off,ADV,2,A
online,ADV,2,A
on,ADV,3,B
lift,NOUN,2,A
jam,VERB,6,C
manual,ADJ,4,B
off,ADV,2,A
misinform,VERB,5,C
memorable,ADJ,4,B
liable,ADJ,5,C
notable,ADJ,5,C
normal,ADJ,2,A
natural,ADJ,3,B
original,ADJ,3,B
original,ADJ,3,B
logical,ADJ,4,B
magical,ADJ,4,B
magical,ADJ,4,B
mathematical,ADJ,4,B
natural,ADJ,4,B
optional,ADJ,4,B
municipal,ADJ,5,C
musical,ADJ,5,C
nutritional,ADJ,5,C
occasional,ADJ,5,C
literal,ADJ,6,C
naval,ADJ,6,C
official,ADJ,6,C
official,ADJ,6,C
official,ADJ,6,C
limited,ADJ,4,B
organized,ADJ,4,B
overcrowded,ADJ,5,C
muddled,ADJ,6,C
non-existent,ADJ,5,C
negligent,ADJ,6,C
later,ADJ,4,B
later,ADJ,6,C
later,ADJ,6,C
later,ADV,2,A
meaningful,ADJ,4,B
meaningful,ADJ,4,B
merciful,ADJ,6,C
linguistic,ADJ,5,C
magnetic,ADJ,5,C
materialistic,ADJ,6,C
nostalgic,ADJ,6,C
missing,ADJ,2,A
missing,ADJ,3,B
leading,ADJ,4,B
living,ADJ,4,B
neighbouring,ADJ,4,B
never-ending,ADJ,5,C
opening,ADJ,5,C
long-lasting,ADJ,6,C
long-running,ADJ,6,C
ongoing,ADJ,6,C
outgoing,ADJ,6,C
meaning,NOUN,4,B
opening,NOUN,4,B
opening,NOUN,4,B
longing,NOUN,6,C
operation,NOUN,5,C
operation,NOUN,5,C
materialist,ADJ,6,C
negative,ADJ,2,A
needless,ADJ,6,C
likely,ADJ,3,B
monthly,ADJ,3,B
lonely,ADJ,4,B
nearly,ADV,2,A
lately,ADV,3,B
lightly,ADV,3,B
loudly,ADV,3,B
mostly,ADV,3,B
normally,ADV,3,B
obviously,ADV,3,B
lastly,ADV,4,B
literally,ADV,4,B
morally,ADV,4,B
narrowly,ADV,4,B
naturally,ADV,4,B
naturally,ADV,4,B
newly,ADV,4,B
normally,ADV,4,B
occasionally,ADV,4,B
originally,ADV,4,B
jointly,ADV,5,C
lightly,ADV,5,C
likely,ADV,5,C
magnificently,ADV,5,C
modestly,ADV,5,C
mysteriously,ADV,5,C
neatly,ADV,5,C
notably,ADV,5,C
noticeably,ADV,5,C
objectively,ADV,5,C
officially,ADV,5,C
logically,ADV,6,C
modestly,ADV,6,C
oddly,ADV,6,C
obvious,ADJ,3,B
mysterious,ADJ,4,B
notorious,ADJ,5,C
nutritious,ADJ,5,C
meticulous,ADJ,6,C
membership,NOUN,5,C
lucky,ADJ,2,A
noisy,ADJ,2,A
juicy,ADJ,3,B
lucky,ADJ,3,B
messy,ADJ,3,B
lazy,ADJ,4,B
muddy,ADJ,4,B
lengthy,ADJ,5,C
juicy,ADJ,6,C
mighty,ADJ,6,C
late,ADJ,1,A
late,ADJ,1,A
long,ADJ,1,A
new,ADJ,1,A
new,ADJ,1,A
only,ADJ,1,A
open,ADJ,1,A
last,ADJ,2,A
last,ADJ,2,A
last,ADJ,2,A
latest,ADJ,2,A
lost,ADJ,2,A
magic,ADJ,2,A
modern,ADJ,2,A
next,ADJ,2,A
next,ADJ,2,A
north,ADJ,2,A
open,ADJ,2,A
own,ADJ,2,A
light,ADJ,3,B
little,ADJ,3,B
local,ADJ,3,B
loose,ADJ,3,B
lost,ADJ,3,B
magic,ADJ,3,B
male,ADJ,3,B
modern,ADJ,3,B
neat,ADJ,3,B
necessary,ADJ,3,B
next-door,ADJ,3,B
northeast,ADJ,3,B
northern,ADJ,3,B
northwest,ADJ,3,B
open,ADJ,3,B
ordinary,ADJ,3,B
out-of-date,ADJ,3,B
overnight,ADJ,3,B
joint,ADJ,4,B
junior,ADJ,4,B
junior,ADJ,4,B
known,ADJ,4,B
last-minute,ADJ,4,B
latter,ADJ,4,B
little,ADJ,4,B
long-distance,ADJ,4,B
long-term,ADJ,4,B
loose,ADJ,4,B
low,ADJ,4,B
major,ADJ,4,B
minor,ADJ,4,B
moral,ADJ,4,B
naked,ADJ,4,B
nationwide,ADJ,4,B
native,ADJ,4,B
native,ADJ,4,B
nuclear,ADJ,4,B
nuclear,ADJ,4,B
odd,ADJ,4,B
open,ADJ,4,B
opposite,ADJ,4,B
overseas,ADJ,4,B
overweight,ADJ,4,B
just,ADJ,5,C
justified,ADJ,5,C
juvenile,ADJ,5,C
keen,ADJ,5,C
legendary,ADJ,5,C
legendary,ADJ,5,C
long-time,ADJ,5,C
lost,ADJ,5,C
low,ADJ,5,C
masculine,ADJ,5,C
mass,ADJ,5,C
middle-class,ADJ,5,C
mistaken,ADJ,5,C
moral,ADJ,5,C
multiple,ADJ,5,C
mutual,ADJ,5,C
mutual,ADJ,5,C
naked,ADJ,5,C
neutral,ADJ,5,C
neutral,ADJ,5,C
noble,ADJ,5,C
obese,ADJ,5,C
obligatory,ADJ,5,C
obsolete,ADJ,5,C
outside,ADJ,5,C
justifiable,ADJ,6,C
late,ADJ,6,C
lavish,ADJ,6,C
legitimate,ADJ,6,C
lethal,ADJ,6,C
lifelong,ADJ,6,C
literate,ADJ,6,C
loose,ADJ,6,C
mainstream,ADJ,6,C
mean,ADJ,6,C
miniature,ADJ,6,C
minute,ADJ,6,C
narrow,ADJ,6,C
native,ADJ,6,C
near,ADJ,6,C
obligatory,ADJ,6,C
off,ADJ,6,C
open,ADJ,6,C
orthodox,ADJ,6,C
orthodox,ADJ,6,C
overnight,ADJ,6,C
never,ADV,1,A
not,ADV,1,A
not,ADV,1,A
now,ADV,1,A
often,ADV,1,A
only,ADV,1,A
just,ADV,2,A
just,ADV,2,A
late,ADV,2,A
long,ADV,2,A
maybe,ADV,2,A
next,ADV,2,A
north,ADV,2,A
not,ADV,2,A
now,ADV,2,A
off,ADV,2,A
once,ADV,2,A
only,ADV,2,A
out,ADV,2,A
out,ADV,2,A
just,ADV,3,B
just,ADV,3,B
last,ADV,3,B
loud,ADV,3,B
luckily,ADV,3,B
meanwhile,ADV,3,B
next,ADV,3,B
not,ADV,3,B
nowadays,ADV,3,B
nowhere,ADV,3,B
off,ADV,3,B
off,ADV,3,B
once,ADV,3,B
only,ADV,3,B
only,ADV,3,B
only,ADV,3,B
otherwise,ADV,3,B
out,ADV,3,B
out,ADV,3,B
out,ADV,3,B
outdoors,ADV,3,B
over,ADV,3,B
over,ADV,3,B
last,ADV,4,B
late,ADV,4,B
nationwide,ADV,4,B
near,ADV,4,B
neither,ADV,4,B
never,ADV,4,B
nor,ADV,4,B
now,ADV,4,B
often,ADV,4,B
on,ADV,4,B
on,ADV,4,B
on,ADV,4,B
otherwise,ADV,4,B
out,ADV,4,B
over,ADV,4,B
namely,ADV,5,C
nonetheless,ADV,5,C
off,ADV,5,C
otherwise,ADV,5,C
out,ADV,5,C
knowingly,ADV,6,C
knowingly,ADV,6,C
out,ADV,6,C
overboard,ADV,6,C
Miss,NOUN,1,A
Mr,NOUN,1,A
Mrs,NOUN,1,A
Ms,NOUN,2,A
memory,NOUN,3,B
mess,NOUN,3,B
lifetime,NOUN,4,B
luxury,NOUN,4,B
jury,NOUN,5,C
outcome,NOUN,5,C
life,NOUN,6,C
local,NOUN,6,C
medium,NOUN,6,C
motion,NOUN,6,C
last,VERB,3,B
last,VERB,5,C
measure,VERB,5,C
narrow,VERB,5,C
leave,VERB,6,C
leave,VERB,6,C
narrow,VERB,6,C
overflow,VERB,6,C
overlook,VERB,6,C
military,ADJ,4,B
obscene,ADJ,6,C
obscene,ADJ,6,C
navy,NOUN,4,B
residence,NOUN,6,C
reflection,NOUN,6,C
position,NOUN,4,B
protagonist,NOUN,6,C
sensibility,NOUN,6,C
relate,VERB,6,C
rubbish,NOUN,4,B
place,NOUN,2,A
rip-off,NOUN,5,C
perform,VERB,4,B
seek,VERB,4,B
resume,VERB,5,C
regard,NOUN,5,C
resolve,NOUN,6,C
purchase,NOUN,4,B
remove,VERB,6,C
replace,VERB,6,C
practitioner,NOUN,6,C
possession,NOUN,6,C
proximity,NOUN,6,C
paradigm,NOUN,6,C
quest,NOUN,6,C
realm,NOUN,6,C
receipt,NOUN,4,B
purchase,NOUN,4,B
plight,NOUN,6,C
permit,VERB,5,C
prevail,VERB,6,C
refrain,VERB,6,C
reign,VERB,6,C
permit,VERB,3,B
purchase,VERB,4,B
regret,VERB,4,B
perceive,VERB,5,C
rectify,VERB,5,C
render,VERB,5,C
perceive,VERB,6,C
precede,VERB,6,C
render,VERB,6,C
sadden,VERB,6,C
seek,VERB,6,C
second,NOUN,3,B
plus,NOUN,4,B
racket,NOUN,6,C
scrap,VERB,6,C
riches,NOUN,6,C
ponder,VERB,6,C
reassurance,NOUN,6,C
revision,NOUN,3,B
reconstruction,NOUN,5,C
rewrite,VERB,4,B
reassure,VERB,5,C
reflect,VERB,5,C
replace,VERB,3,B
rearrange,VERB,4,B
rebuild,VERB,4,B
repay,VERB,4,B
reconstruct,VERB,5,C
redistribute,VERB,6,C
refusal,NOUN,5,C
potential,NOUN,4,B
radical,NOUN,6,C
professional,NOUN,5,C
performance,NOUN,3,B
resistance,NOUN,6,C
self-assurance,NOUN,6,C
self-reliance,NOUN,6,C
reference,NOUN,4,B
reference,NOUN,5,C
reference,NOUN,5,C
patience,NOUN,4,B
self-confidence,NOUN,4,B
resilience,NOUN,6,C
preference,NOUN,4,B
painter,NOUN,2,A
player,NOUN,2,A
poster,NOUN,2,A
performer,NOUN,3,B
presenter,NOUN,4,B
reader,NOUN,3,B
reminder,NOUN,5,C
partner,NOUN,3,B
player,NOUN,1,A
runner,NOUN,2,A
player,NOUN,2,A
printer,NOUN,2,A
passenger,NOUN,2,A
scooter,NOUN,2,A
plumber,NOUN,4,B
researcher,NOUN,4,B
painting,NOUN,2,A
recording,NOUN,3,B
painting,NOUN,2,A
reading,NOUN,1,A
schooling,NOUN,6,C
running,NOUN,2,A
sailing,NOUN,2,A
programming,NOUN,4,B
recording,NOUN,4,B
parking,NOUN,3,B
publication,NOUN,4,B
publication,NOUN,4,B
production,NOUN,4,B
promotion,NOUN,4,B
reaction,NOUN,4,B
sensation,NOUN,4,B
presentation,NOUN,3,B
recommendation,NOUN,4,B
quotation,NOUN,6,C
punctuation,NOUN,3,B
registration,NOUN,3,B
persuasion,NOUN,6,C
pronunciation,NOUN,3,B
prediction,NOUN,4,B
prosecution,NOUN,6,C
quotation,NOUN,6,C
recession,NOUN,4,B
pollution,NOUN,3,B
preparation,NOUN,3,B
prevention,NOUN,4,B
reaction,NOUN,4,B
satisfaction,NOUN,4,B
resignation,NOUN,6,C
reputation,NOUN,4,B
sensation,NOUN,4,B
reception,NOUN,5,C
revolution,NOUN,4,B
relation,NOUN,3,B
separation,NOUN,4,B
position,NOUN,3,B
qualification,NOUN,5,C
recreation,NOUN,4,B
reservation,NOUN,3,B
promotion,NOUN,4,B
resignation,NOUN,6,C
racism,NOUN,4,B
quantity,NOUN,3,B
quantity,NOUN,4,B
prosperity,NOUN,5,C
personality,NOUN,4,B
quality,NOUN,4,B
sensitivity,NOUN,5,C
sensitivity,NOUN,5,C
security,NOUN,6,C
serenity,NOUN,6,C
personality,NOUN,4,B
priority,NOUN,4,B
security,NOUN,3,B
responsibility,NOUN,4,B
relative,NOUN,3,B
realize,VERB,3,B
punishment,NOUN,4,B
payment,NOUN,4,B
resentment,NOUN,6,C
retirement,NOUN,4,B
retirement,NOUN,4,B
politeness,NOUN,4,B
sadness,NOUN,4,B
rudeness,NOUN,5,C
selfishness,NOUN,5,C
self-awareness,NOUN,6,C
predator,NOUN,5,C
scholarship,NOUN,5,C
relationship,NOUN,3,B
relationship,NOUN,3,B
partnership,NOUN,4,B
pet,NOUN,1,A
pig,NOUN,1,A
rabbit,NOUN,2,A
rat,NOUN,2,A
parrot,NOUN,3,B
penguin,NOUN,3,B
puppy,NOUN,3,B
paw,NOUN,4,B
seal,NOUN,4,B
pony,NOUN,5,C
reptile,NOUN,5,C
pack,NOUN,6,C
saddle,NOUN,6,C
prey,NOUN,6,C
page,NOUN,1,A
photo,NOUN,1,A
picture,NOUN,1,A
radio,NOUN,1,A
photograph,NOUN,2,A
piano,NOUN,2,A
play,NOUN,2,A
programme,NOUN,2,A
