Word,Synonyms
liability,"['accountability', 'burden', 'culpability', 'debt', 'duty', 'obligation']"
liberation,"['abolition', 'deliverance', 'democracy', 'emancipation', 'salvation', 'sovereignty']"
liberty,"['autarchy', 'authorization', 'autonomy', 'birthright', 'choice', 'convenience', 'decision', 'deliverance', 'delivery', 'dispensation', 'emancipation', 'enfranchisement', 'enlightenment', 'exemption', 'franchise', 'immunity', 'independence', 'leave', 'leisure', 'liberation', 'license', 'opportunity', 'permission', 'prerogative', 'privilege', 'relaxation', 'release', 'rest', 'right', 'sanction', 'self-determination', 'self-government', 'sovereignty', 'suffrage', 'unconstraint']"
licence,[]
lifespan,"['agedness', 'dotage', 'generation', 'lifetime', 'oldness', 'senescence', 'senility']"
lift,"['drive', 'journey', 'passage', 'ride', 'run', 'transport']"
lifting,"['boost', 'climb', 'disappear', 'hoist', 'pick up', 'raise', 'rise', 'soar']"
lighting,"['brightness', 'brilliance', 'flame', 'light']"
lightness,"['brightness', 'sparkle']"
liking,['affinity']
limb,"['arm', 'branch', 'extremity', 'leg', 'stem', 'wheel', 'wing']"
limbo,['oblivion']
limit,"['cap', 'ceiling', 'check', 'curb', 'deadline', 'maximum', 'restraint', 'restriction']"
limitation,"['bar', 'block', 'check', 'circumspection', 'condition', 'constraint', 'control', 'cramp', 'curb', 'definition', 'drawback', 'impediment', 'inhibition', 'injunction', 'modification', 'obstruction', 'qualification', 'reservation', 'restriction', 'snag', 'stint', 'stricture', 'taboo']"
linen,"['bedding', 'cloth', 'lingerie']"
link,"['association', 'channel', 'contact', 'element', 'hookup', 'network', 'relationship', 'tie']"
liquid,"['damp', 'melted', 'running', 'smooth', 'solvent', 'succulent', 'wet']"
literature,"['article', 'biography', 'brochure', 'composition', 'drama', 'essay', 'history', 'information', 'leaflet', 'lore', 'novel', 'pamphlet', 'poetry', 'prose', 'research', 'story']"
liver,['alive']
load,"['amount', 'bundle', 'capacity', 'consignment', 'goods', 'haul', 'payload', 'shipment', 'weight']"
loan,"['allowance', 'credit', 'investment', 'mortgage']"
local,"['provincial', 'regional']"
location,"['area', 'district', 'locale', 'neighborhood', 'part', 'point', 'position', 'region', 'scene', 'section', 'site', 'situation', 'spot', 'station', 'venue', 'whereabouts']"
Loch,"['basin', 'estuary', 'fjord']"
lock,"['bolt', 'grip', 'latch']"
locomotive,['engine']
log,"['chunk', 'piece', 'timber', 'wood']"
logic,"['philosophy', 'rationale', 'sanity', 'sense']"
longing,"['craving', 'eager', 'languishing', 'pining', 'yearning']"
Lord,"['aristocrat', 'baron', 'bishop', 'captain', 'commandant', 'commander', 'count', 'dad', 'don', 'duke', 'earl', 'governor', 'king', 'leader', 'liege', 'magnate', 'marquis', 'monarch', 'nobility', 'noble', 'nobleman', 'overlord', 'parliamentarian', 'patrician', 'peer', 'potentate', 'prince', 'royalty', 'ruler', 'seigneur', 'sovereign', 'superior', 'viscount']"
lordship,"['excellency', 'grace', 'honor', 'ladyship', 'majesty', 'reverence', 'royalty', 'sire', 'worship']"
lore,"['adage', 'belief', 'custom', 'fable', 'folklore', 'knowledge', 'legend', 'mythology', 'superstition', 'tale', 'tradition']"
lorry,"['car', 'crate', 'freighter', 'jeep', 'pickup', 'rig', 'van', 'wagon']"
loss,"['accident', 'casualty', 'catastrophe', 'cost', 'damage', 'debt', 'defeat', 'destruction', 'disaster', 'failure', 'fall', 'injury', 'trouble']"
loudspeaker,"['bullhorn', 'megaphone', 'public address system']"
lounge,"['bar', 'lobby', 'parlor', 'pub', 'saloon']"
loyalty,"['adherence', 'allegiance', 'devotion', 'faith', 'fealty', 'fidelity', 'honesty', 'honor', 'integrity', 'obedience', 'patriotism', 'reliability', 'sincerity', 'support', 'tie', 'trustworthiness']"
lullaby,"['berceuse', 'music', 'song']"
lumen,[]
lump,"['bulge', 'bump', 'chunk', 'hunk', 'knot', 'pile', 'swelling', 'tumor', 'wad']"
lung,"['alveolus', 'bronchi', 'pleura']"
lysis,[]
machine,"['apparatus', 'appliance', 'automobile', 'engine', 'gadget', 'instrument', 'motor', 'tool', 'vehicle']"
machinery,"['apparatus', 'appliance', 'engine', 'equipment', 'gear', 'instrument', 'motor', 'system', 'tool', 'utensil', 'vehicle']"
magistrate,"['bailiff', 'judge', 'justice']"
maintenance,"['care', 'conservation', 'preservation', 'supply', 'upkeep']"
majority,['bulk']
malfunction,"['bug', 'defect', 'fault', 'flaw', 'glitch', 'impairment']"
malt,"['ale', 'brew', 'chill', 'lager', 'oil', 'stout', 'suds']"
management,"['administration', 'authority', 'board', 'executive']"
mane,"['shock', 'tangle', 'thatch', 'tresses']"
mangle,"['bruise', 'contort', 'disfigure', 'distort', 'hack', 'impair', 'lacerate', 'maim', 'maul', 'wreck']"
manner,"['appearance', 'aspect', 'demeanor', 'look', 'presence', 'style', 'tone', 'way']"
manor,['mansion']
manual,"['human', 'standard']"
manufacturer,"['builder', 'business', 'company', 'corporation', 'operator', 'producer']"
manufacturing,"['construction', 'manufacture']"
manuscript,"['article', 'document', 'text']"
map,"['design', 'drawing', 'graph', 'outline', 'picture', 'plan', 'print', 'sketch']"
marble,['alabaster']
mare,"['adult', 'female', 'girl', 'old woman', 'queen']"
margin,"['edge', 'limit', 'surplus']"
mark,"['impression', 'imprint', 'line', 'point', 'record', 'scar', 'score', 'signature', 'spot', 'stain', 'stamp', 'streak', 'symbol']"
marketing,"['buying', 'commerce', 'selling']"
marquess,[]
marriage,"['merger', 'wedding']"
Marshal,"['assemble', 'mobilize']"
mask,"['camouflage', 'cloak', 'veil', 'visor']"
mass,"['crowd', 'group', 'horde', 'lot', 'lump', 'majority', 'mob', 'number', 'piece', 'pile', 'throng']"
mast,['pole']
Master,"['adept', 'experienced', 'skilled', 'skillful']"
match,"['bout', 'contest', 'event', 'game', 'race', 'test', 'trial']"
mate,"['acquaintance', 'bride', 'buddy', 'classmate', 'companion', 'comrade', 'coworker', 'playmate', 'roommate', 'schoolmate', 'spouse']"
material,"['actual', 'appreciable', 'earthly', 'perceptible', 'physical', 'substantial']"
materialism,"['heterodoxy', 'pragmatism', 'utilitarianism']"
matrix,"['cast', 'forge', 'form', 'grid', 'model', 'mold', 'origin', 'pattern', 'source', 'womb']"
matter,"['element', 'material', 'thing']"
maturity,"['ability', 'capability', 'experience', 'manhood', 'maturation', 'sophistication', 'wisdom']"
Mayor,"['administrator', 'agent', 'bureaucrat', 'civil servant', 'commissioner', 'director', 'executive', 'leader', 'manager', 'minister', 'officer', 'representative', 'secretary']"
meal,"['breakfast', 'brunch', 'dessert', 'dinner', 'fare', 'feast', 'lunch', 'luncheon', 'picnic', 'refreshment', 'snack', 'special', 'supper', 'table', 'tea']"
meaning,"['connotation', 'content', 'context', 'definition', 'effect', 'essence', 'explanation', 'hint', 'implication', 'interpretation', 'nuance', 'sense', 'significance', 'spirit', 'subject', 'substance', 'understanding', 'value']"
means,"['aid', 'channel', 'equipment', 'factor', 'instrument', 'measure', 'mechanism', 'medium', 'mode', 'power', 'process', 'route', 'step', 'system', 'tactic', 'technique', 'vehicle']"
measure,"['part', 'quota']"
measurement,"['amount', 'analysis', 'appraisal', 'assessment', 'density', 'dimension', 'evaluation', 'frequency', 'height', 'measure', 'size', 'survey', 'weight']"
mechanism,"['instrument', 'structure', 'system', 'tool']"
medal,"['gold', 'reward']"
medallist,[]
medicine,"['antibiotic', 'cure', 'drug', 'medication', 'pharmaceutical', 'pill', 'prescription', 'remedy']"
meeting,"['competition', 'confrontation', 'contest', 'convention', 'date', 'encounter', 'reunion', 'session', 'showdown', 'talk']"
member,['representative']
membership,"['enrollment', 'participation']"
memorabilia,['collectibles']
memorial,['remembering']
memory,"['consciousness', 'mind', 'recollection', 'remembrance', 'thought']"
merchant,"['broker', 'dealer', 'exporter', 'operator', 'retailer', 'seller', 'shipper', 'shopkeeper', 'trader', 'trafficker', 'vendor', 'wholesaler']"
merger,"['combination', 'takeover', 'tie-up', 'unification', 'union']"
meridian,"['acme', 'apex', 'apogee', 'crest', 'culmination', 'extremity', 'peak', 'pinnacle', 'zenith']"
merit,"['benefit', 'dignity', 'excellence', 'integrity', 'quality', 'stature', 'talent', 'value', 'virtue', 'worthiness']"
message,"['directive', 'information', 'letter', 'memo', 'memorandum', 'news', 'note', 'notice', 'report', 'word']"
messiah,"['Christ', 'Good Shepherd', 'Jesus', 'King of Kings', 'Lamb of God', 'Lord of Lords', 'Prince of Peace', 'Son of Man', 'lord', 'redeemer', 'savior']"
metal,"['alloy', 'hardware', 'ingot', 'mineral', 'ore']"
method,"['approach', 'arrangement', 'design', 'form', 'habit', 'manner', 'mechanism', 'mode', 'plan', 'practice', 'process', 'program', 'recipe', 'rule', 'scheme', 'style', 'system', 'technique', 'way']"
methyl,[]
metre,"['cadence', 'flow', 'movement', 'pattern', 'pulse', 'swing', 'tempo']"
microcosm,"['earth', 'nature']"
microprocessor,"['chip', 'circuitry', 'microchip', 'silicon chip']"
microscope,[]
mile,"['square', 'statute']"
mill,"['foundry', 'plant', 'shop']"
miller,[]
millionaire,[]
min,"['moment', 'second', 'short time']"
mind,"['attention', 'brain', 'consciousness', 'genius', 'head', 'imagination', 'instinct', 'intellect', 'judgment', 'mentality', 'perception', 'power', 'psyche', 'sense', 'soul', 'spirit', 'talent', 'thought', 'wisdom']"
miner,['prospector']
mineral,"['azoic', 'cold', 'dead', 'defunct', 'dull', 'exanimate', 'extinct', 'idle', 'inactive', 'inert', 'inoperative', 'insensate', 'insentient', 'lifeless', 'motionless', 'nonanimal', 'nonvegetable', 'quiescent', 'soulless', 'spiritless']"
minimum,['minimal']
mining,['drilling']
minister,"['bishop', 'pastor']"
ministry,"['exhortation', 'prayer', 'preaching']"
minority,['opposition']
minute,"['infinitesimal', 'insignificant', 'microscopic', 'minimal', 'minuscule', 'precise', 'tiny']"
mips,[]
miracle,"['marvel', 'phenomenon', 'rarity', 'revelation', 'surprise', 'wonder']"
misery,"['agony', 'anguish', 'despair', 'discomfort', 'gloom', 'grief', 'hardship', 'headache', 'heartache', 'passion', 'sadness', 'sorrow', 'squalor', 'suffering', 'torment', 'torture', 'woe', 'worry']"
missile,"['ammunition', 'bomb', 'bullet', 'projectile', 'rocket']"
mission,"['aim', 'assignment', 'business', 'calling', 'charge', 'commission', 'duty', 'end', 'errand', 'goal', 'job', 'lifework', 'object', 'objective', 'office', 'operation', 'profession', 'purpose', 'pursuit', 'quest', 'sortie', 'trade', 'trust', 'undertaking', 'vocation', 'work']"
mixture,"['batter', 'blend', 'concoction', 'dough', 'mix', 'soup', 'stew', 'variety']"
mobility,"['flexibility', 'maneuverability']"
mode,"['approach', 'condition', 'fashion', 'form', 'mechanism', 'method', 'posture', 'procedure', 'process', 'quality', 'situation', 'status', 'style', 'system', 'technique', 'tone']"
model,"['exemplary', 'miniature']"
moderation,"['calmness', 'fairness', 'patience', 'restraint']"
modification,"['adjustment', 'alteration', 'conversion']"
module,"['any', 'chunk', 'component', 'detail', 'element', 'factor', 'item', 'lot', 'measure', 'member', 'piece', 'section', 'sector', 'segment', 'share', 'side', 'unit']"
molecule,"['fragment', 'particle']"
moment,"['bit', 'date', 'flash', 'hour', 'juncture', 'minute', 'occasion', 'point', 'stage', 'time']"
monarchy,"['sovereignty', 'throne']"
monitoring,"['audit', 'check', 'control', 'follow', 'keep an eye on', 'observe', 'oversee', 'scan', 'supervise', 'survey', 'track']"
monolayer,[]
monopoly,"['cartel', 'holding', 'ownership', 'patent', 'trust']"
monoxide,[]
monster,"['beast', 'behemoth', 'demon', 'devil', 'dragon', 'freak', 'giant', 'horror', 'villain', 'whale']"
mood,"['air', 'atmosphere', 'attitude', 'aura', 'character', 'color', 'condition', 'desire', 'disposition', 'emotion', 'feeling', 'frame of mind', 'humor', 'inclination', 'mind', 'personality', 'response', 'scene', 'spirit', 'temperament', 'tendency', 'wish']"
moor,"['dock', 'tether', 'tie up']"
moralist,[]
moron,"['boob', 'idiot', 'nerd']"
mortality,['fatality']
mortgage,"['contract', 'debt']"
motel,"['cabin', 'hotel', 'inn', 'lodge', 'resort']"
motion,"['act', 'gesture', 'passage']"
motivation,"['catalyst', 'desire', 'encouragement', 'impetus', 'impulse', 'incentive', 'inclination', 'interest', 'motive', 'reason', 'wish']"
motive,"['aim', 'cause', 'consideration', 'emotion', 'feeling', 'idea', 'impulse', 'influence', 'intent', 'intention', 'motivation', 'passion', 'rationale']"
motor,"['cylinder', 'generator', 'transformer', 'turbine']"
motto,"['adage', 'aphorism', 'maxim', 'rallying cry']"
mountaineering,['hiking']
move,"['act', 'action', 'change', 'maneuver', 'measure', 'motion', 'movement', 'ploy', 'procedure', 'shift', 'step']"
movement,"['act', 'action', 'change', 'development', 'evolution', 'exercise', 'flow', 'migration', 'move', 'operation', 'progress', 'shift']"
MP,"['constable', 'cop', 'deputy', 'detective', 'flatfoot', 'fuzz', 'law enforcement agent', 'lawman', 'lawwoman', 'marshal', 'meter maid', 'military police', 'mounted police officer', 'patrolman', 'patrolwoman', 'peace officer', 'police woman', 'policeman', 'sheriff', 'the man', 'traffic officer', 'trooper']"
MR,"['boy', 'father', 'guy']"
MS,"['adolescent', 'daughter', 'lady', 'schoolgirl', 'she', 'teenager', 'young woman']"
muck,"['manure', 'mud', 'slime', 'trash']"
mucous,['viscous']
mud,"['clay', 'muck', 'silt', 'sludge', 'slush']"
mummy,"['dwindle', 'shrink', 'wilt', 'wither']"
murder,"['assassination', 'bloodshed', 'crime', 'destruction', 'felony', 'homicide', 'lynching', 'manslaughter', 'massacre', 'shooting', 'terrorism']"
muscle,"['flesh', 'meat', 'tendon', 'tissue']"
mystery,"['conundrum', 'enigma', 'problem', 'question', 'riddle', 'secrecy', 'subtlety', 'thriller']"
myth,"['fable', 'fantasy', 'fiction', 'illusion', 'imagination', 'legend', 'lore', 'parable', 'superstition', 'tale', 'tradition']"
nail,"['attach', 'hit', 'pin', 'tack', 'whack']"
nape,['collar']
nationalist,"['flag-waver', 'jingoist', 'loyalist', 'partisan', 'patrioteer', 'volunteer']"
navigation,"['boating', 'exploration', 'shipping']"
navigator,['pilot']
navy,"['argosy', 'armada', 'flotilla', 'vessels']"
necessity,"['essential', 'fundamental', 'obligation', 'precondition', 'prerequisite', 'requirement', 'urgency']"
neck,['collar']
need,"['commitment', 'demand', 'obligation', 'right', 'urgency', 'use', 'wish']"
needle,"['badger', 'bait', 'bedevil', 'goad', 'hector', 'irk', 'irritate', 'nag', 'pester', 'prod', 'quiz', 'taunt', 'tweak']"
negotiation,"['agreement', 'arbitration', 'compromise', 'conference', 'consultation', 'debate', 'diplomacy', 'discussion', 'intervention', 'mediation', 'meeting', 'transaction']"
negro,"['African', 'Afro-American']"
nerve,"['confidence', 'courage', 'determination', 'fortitude', 'grit', 'heart', 'spirit', 'stomach']"
nest,"['burrow', 'den', 'refuge']"
net,"['clear', 'excluding', 'exclusive', 'final', 'remaining']"
network,"['chain', 'grid', 'net', 'organization', 'structure', 'system', 'web']"
networking,"['associate', 'circulate', 'hobnob', 'meet', 'mingle', 'schmooze']"
nightmare,"['dream', 'fantasy', 'hallucination', 'horror', 'ordeal', 'vision']"
node,"['bulge', 'bump', 'burl', 'clot', 'growth', 'knob', 'knot', 'lump', 'nodule', 'protuberance', 'swelling']"
none,"['no one', 'nobody', 'nothing']"
nonsense,"['absurdity', 'babble', 'baloney', 'bunk', 'drivel', 'folly', 'foolishness', 'gibberish', 'joke', 'madness', 'rubbish', 'silliness', 'stupidity', 'trash']"
norm,"['benchmark', 'criterion', 'measure', 'model', 'pattern', 'rule']"
north,['northward']
note,"['character', 'sign', 'tone']"
notice,"['attention', 'care', 'consideration', 'note', 'respect']"
notion,"['approach', 'assumption', 'concept', 'conception', 'image', 'impression', 'knowledge', 'opinion', 'perception', 'sentiment', 'suggestion', 'thought', 'understanding', 'view']"
novel,"['different', 'innovative', 'odd', 'offbeat', 'peculiar', 'strange', 'unique', 'unusual']"
nursery,"['playroom', 'preschool']"
nursing,"['attending', 'cherishing', 'fostering', 'tending']"
nut,['kernel']
oak,"['amphitheater', 'arena', 'assembly hall', 'auditorium', 'barn', 'cinema', 'coliseum', 'concert hall', 'deck', 'drama', 'drive-in', 'footlights', 'hall', 'hippodrome', 'house', 'locale', 'movie', 'movie house', 'odeum', 'opera house', 'playhouse', 'room', 'scene', 'show hall', 'site']"
objection,"['challenge', 'criticism', 'difficulty', 'disapproval', 'displeasure', 'dissatisfaction', 'doubt', 'exception', 'grievance', 'opposition', 'protest', 'question', 'rejection', 'reluctance', 'unwillingness']"
objective,"['detached', 'disinterested', 'dispassionate', 'equitable', 'evenhanded', 'nonpartisan', 'open-minded', 'unbiased']"
obligation,"['accountability', 'agreement', 'bond', 'burden', 'commitment', 'constraint', 'contract', 'debt', 'duty', 'liability', 'necessity', 'need', 'promise', 'requirement', 'right', 'trust', 'understanding']"
observation,"['conclusion', 'consideration', 'examination', 'experience', 'information', 'inspection', 'investigation', 'knowledge', 'measurement', 'note', 'perception', 'remark', 'research', 'review', 'study', 'surveillance', 'view']"
observer,"['bystander', 'onlooker', 'viewer', 'watcher', 'witness']"
occasion,"['incident', 'moment', 'opening', 'opportunity', 'possibility', 'time']"
occupation,"['activity', 'affair']"
odds,['difference']
odour,[]
offence,[]
offender,"['convict', 'criminal', 'culprit', 'delinquent', 'felon', 'lawbreaker', 'suspect']"
offer,"['action', 'attempt', 'bid', 'overture']"
office,"['commission', 'job', 'place', 'post', 'service', 'station', 'work']"
Officer,"['agent', 'chief', 'civil servant', 'deputy', 'director', 'executive', 'leader', 'manager', 'official', 'representative']"
official,"['authoritative', 'conclusive', 'definite', 'fitting', 'formal', 'precise', 'proper', 'valid']"
oil,"['coat', 'grease']"
olympic,[]
omen,"['harbinger', 'indication', 'portent', 'premonition']"
onto,"['adjacent', 'against', 'in contact with', 'toward']"
opening,"['aperture', 'breach', 'break', 'cavity', 'chink', 'cleft', 'crack', 'cranny', 'crevice', 'cut', 'discontinuity', 'door', 'fissure', 'hatch', 'interstice', 'mouth', 'orifice', 'outlet', 'perforation', 'recess', 'rent', 'rift', 'rupture', 'scuttle', 'slit', 'slot', 'space', 'split', 'spout', 'tear', 'vent', 'window']"
opera,['magnum opus']
operating,"['performing', 'running']"
operation,"['action', 'activity', 'affair', 'agency', 'application', 'deal', 'effort', 'enterprise', 'exercise', 'force', 'movement', 'procedure', 'process', 'service', 'transaction', 'trip', 'use', 'work']"
operator,"['driver', 'engineer']"
opponent,"['adversary', 'aspirant', 'candidate', 'challenger', 'competitor', 'enemy', 'foe', 'opposition', 'player', 'rival']"
opportunity,"['convenience', 'event', 'excuse', 'freedom', 'hope', 'moment', 'space', 'time']"
opposition,"['action', 'hostility', 'resistance', 'struggle']"
option,"['benefit', 'choice', 'opportunity', 'preference', 'privilege', 'right']"
orchard,"['garden', 'plantation']"
orchestra,"['band', 'ensemble']"
order,"['form', 'line', 'plan', 'procedure', 'regulation', 'rule', 'structure', 'system']"
organ,"['agency', 'forum', 'instrument', 'member', 'ministry', 'mouthpiece', 'structure', 'unit']"
organisation,[]
organiser,[]
organism,"['animal', 'creature', 'structure']"
organization,"['grouping', 'institution', 'management', 'system']"
orgasm,"['ejaculation', 'frenzy', 'peak', 'spasm']"
orgy,"['binge', 'rampage', 'spree']"
origin,"['ancestor', 'ancestry', 'connection', 'element', 'influence', 'motive', 'provenance', 'root', 'source']"
ounce,['troy']
outcome,"['conclusion', 'event', 'fallout', 'issue', 'reaction', 'result']"
outline,"['blueprint', 'draft', 'drawing', 'framework', 'summary', 'synopsis']"
output,"['amount', 'crop', 'gain', 'harvest', 'manufacturing', 'product', 'production', 'productivity', 'profit', 'yield']"
oversight,"['lapse', 'mistake', 'neglect']"
owl,"['bandit', 'burglar', 'criminal', 'crook', 'mugger', 'pickpocket', 'pirate', 'robber', 'sniper', 'swindler']"
owner,"['holder', 'landowner', 'partner', 'proprietor']"
ownership,"['control', 'holding', 'partnership', 'property', 'purchase', 'takeover']"
oxygen,[]
pace,"['clip', 'measure', 'step']"
pack,"['backpack', 'bundle', 'equipment', 'luggage']"
package,"['bag', 'bottle', 'box', 'container', 'kit', 'packet', 'parcel']"
packet,"['bag', 'carton', 'container', 'envelope', 'folder', 'package', 'parcel', 'wrapper']"
pair,"['combination', 'couple', 'duo', 'match', 'team', 'two']"
palace,"['dwelling', 'hall', 'mansion']"
pallet,"['bunk', 'cot', 'couch', 'crib', 'mattress']"
palm,"['citation', 'crown', 'cup', 'decoration', 'gold', 'keepsake', 'medal', 'memento', 'prize', 'souvenir']"
panel,"['board', 'bureau', 'cabinet', 'commission', 'forum', 'group', 'jury', 'task force', 'tribunal']"
panic,"['alarm', 'confusion', 'consternation', 'dismay', 'dread', 'fear', 'frenzy', 'horror', 'hysteria', 'rush', 'scare', 'stampede', 'terror', 'trepidation']"
parade,"['ceremony', 'demonstration', 'procession', 'ritual', 'show', 'spectacle']"
paragraph,"['component', 'element', 'feature', 'information', 'piece', 'thing']"
parameter,"['criterion', 'framework', 'guideline', 'restriction', 'specification']"
pardon,"['absolution', 'allowance', 'amnesty', 'clemency', 'mercy', 'remission', 'reprieve']"
parish,['church']
parking,"['estate', 'forest', 'garden', 'lawn', 'place', 'playground', 'plaza', 'square']"
parliament,['court']
parole,"['let out', 'liberate', 'pardon']"
participant,"['colleague', 'member', 'partner', 'party', 'player', 'shareholder']"
participation,"['aid', 'assistance', 'attendance', 'cooperation', 'help', 'presence', 'sharing', 'support']"
particle,"['fleck', 'fragment', 'grain', 'mite', 'molecule', 'ray', 'speck']"
partnership,"['assistance', 'association', 'business', 'company', 'cooperation', 'cooperative', 'corporation', 'firm', 'friendship', 'interest', 'organization', 'ownership', 'sharing', 'society', 'tie-up', 'union']"
passage,"['clause', 'paragraph', 'portion', 'quotation', 'reading', 'section', 'sentence', 'text', 'transition', 'verse']"
passion,"['affection', 'anger', 'ardor', 'dedication', 'devotion', 'excitement', 'feeling', 'fervor', 'fury', 'intensity', 'joy', 'rage', 'resentment', 'sentiment', 'spirit', 'temper', 'warmth', 'zeal']"
patch,"['bit', 'chunk', 'ground', 'land', 'lot', 'plot', 'stretch', 'strip', 'tract']"
path,"['aisle', 'avenue', 'direction', 'highway', 'lane', 'line', 'passage', 'pathway', 'procedure', 'rail', 'road', 'roadway', 'route', 'street', 'track', 'trail', 'walkway']"
patient,"['calm', 'forgiving', 'gentle', 'quiet', 'tolerant']"
patriot,"['flag-waver', 'jingoist', 'loyalist', 'nationalist', 'partisan', 'patrioteer', 'volunteer']"
pattern,['arrangement']
pause,"['breathing space', 'halt', 'hesitation', 'hiatus', 'hitch', 'interlude', 'intermission', 'interruption', 'interval', 'lapse', 'layoff', 'letup', 'lull', 'recess', 'respite', 'stoppage', 'suspension']"
pavement,"['asphalt', 'road', 'sidewalk']"
pay,"['allowance', 'compensation', 'fee', 'income', 'payment', 'profit', 'reimbursement', 'remuneration', 'reward', 'salary', 'stipend', 'wage']"
payment,"['amount', 'award', 'cash', 'deposit', 'disbursement', 'fee', 'outlay', 'pension', 'premium', 'refund', 'reimbursement', 'remittance', 'reparation', 'repayment', 'restitution', 'return', 'reward', 'salary', 'settlement', 'subsidy', 'sum', 'support', 'wage']"
peace,"['accord', 'friendship', 'love', 'reconciliation', 'truce', 'unity']"
peak,"['crest', 'hill', 'mountain', 'pinnacle', 'roof', 'spike', 'summit']"
peasant,"['laborer', 'sharecropper']"
peerage,"['elite', 'gentility', 'gentry', 'nobility', 'upper class', 'upper crust']"
peg,['fix']
penalty,"['cost', 'discipline', 'fine', 'forfeiture']"
penis,['member']
penny,"['cent', 'copper penny', 'farthing', 'hill of beans']"
pension,"['allowance', 'annuity', 'grant', 'payment', 'premium', 'retirement account', 'reward', 'social security', 'subsidy']"
pensioner,"['beneficiary', 'dependent']"
percent,"['bonus', 'chunk', 'fee', 'interest', 'proportion', 'rate', 'ratio']"
percentage,"['bonus', 'chunk', 'fee', 'interest', 'percent', 'proportion', 'rate', 'ratio']"
perception,"['approach', 'attention', 'attitude', 'awareness', 'concept', 'consciousness', 'feeling', 'image', 'impression', 'judgment', 'knowledge', 'notion', 'opinion', 'recognition', 'sense', 'taste', 'thought', 'viewpoint']"
performance,"['achievement', 'act', 'conduct', 'work']"
perm,"['permanent', 'permanent wave']"
permission,"['acceptance', 'acknowledgment', 'admission', 'agreement', 'approval', 'concession', 'dispensation', 'endorsement', 'license', 'permit', 'privilege', 'recognition', 'warrant']"
personality,"['charisma', 'charm', 'identity', 'makeup', 'nature', 'psyche', 'self', 'temper', 'temperament']"
personnel,"['cadre', 'crew', 'group', 'organization', 'people', 'staff', 'troop', 'work force']"
perspective,"['angle', 'aspect', 'attitude', 'context', 'mindset', 'prospect', 'viewpoint']"
pessimism,"['cynicism', 'despair', 'distrust', 'gloom', 'grief', 'hopelessness', 'melancholy', 'sadness', 'unhappiness']"
pet,"['cherished', 'darling', 'dear', 'dearest', 'endearing', 'favored', 'loved', 'preferred', 'special']"
petition,"['application', 'prayer', 'request', 'suit']"
ph,[]
pharmaceutical,['medicine']
phase,"['aspect', 'chapter', 'development', 'point', 'stage', 'state', 'step', 'time']"
phenomenon,"['anomaly', 'aspect', 'circumstance', 'episode', 'event', 'experience', 'fact', 'incident', 'miracle', 'paradox', 'reality', 'sensation']"
philosophy,"['attitude', 'doctrine', 'idea', 'ideology', 'logic', 'outlook', 'reasoning', 'system', 'tenet', 'theory', 'thinking', 'thought', 'truth', 'view', 'viewpoint', 'wisdom']"
phoneme,"['ABCs', 'characters', 'elements', 'fundamentals', 'hieroglyphs', 'ideograph', 'morphemes', 'pictograph', 'rune', 'signs', 'syllabary', 'symbols']"
photocopier,"['Xerox', 'copier', 'copying machine', 'duplicator', 'photocopy machine']"
phrase,"['expression', 'idiom', 'motto', 'phrasing', 'remark', 'saying', 'slogan', 'terminology', 'utterance', 'wording']"
physicist,"['analyst', 'chemist', 'expert']"
piece,"['bit', 'chunk', 'example', 'fragment', 'hunk', 'item', 'lot', 'portion', 'quantity', 'sample', 'scrap', 'section', 'segment', 'slice', 'specimen']"
pile,"['accumulation', 'assortment', 'chunk', 'hill', 'hunk', 'jumble', 'lump', 'mass', 'mountain', 'ocean', 'pyramid', 'quantity', 'stack', 'stockpile']"
pill,"['dose', 'medicine', 'tablet']"
pint,"['avoirdupois', 'troy']"
pipe,"['duct', 'hose', 'line', 'pipeline', 'sewer', 'vent', 'vessel']"
pit,"['abyss', 'crater', 'mine', 'shaft', 'tomb', 'trench']"
pitch,"['angle', 'point']"
pity,"['compassion', 'condolence', 'empathy', 'kindness', 'melancholy', 'mercy', 'sadness', 'sorrow', 'sympathy', 'tenderness', 'warmth']"
pixel,"['component', 'constituent', 'dot', 'element']"
plain,['transparent']
plaintiff,"['complainant', 'litigant', 'prosecutor']"
planning,['plan']
plant,"['flower', 'grass', 'herb', 'seedling', 'shrub', 'tree', 'vine', 'weed']"
planter,"['board', 'clapboard', 'frame', 'ligneous', 'log', 'peg', 'plant', 'slab', 'timber', 'timbered', 'woody']"
planting,"['bury', 'cover', 'farm', 'grow', 'implant', 'raise', 'scatter', 'sow', 'transplant']"
plastic,"['elastic', 'molded']"
platform,"['floor', 'podium', 'terrace']"
player,"['athlete', 'competitor', 'member', 'opponent', 'participant', 'pro', 'professional', 'rookie']"
plc,[]
plea,"['appeal', 'application', 'entreaty', 'overture', 'petition', 'prayer', 'solicitation', 'suit']"
pleasure,"['amusement', 'bliss', 'comfort', 'contentment', 'enjoyment', 'gratification', 'hobby', 'joy', 'luxury', 'satisfaction', 'thrill']"
plot,"['conspiracy', 'design', 'maneuver', 'scam', 'trick']"
ploy,"['device', 'maneuver', 'ruse', 'scheme', 'stratagem', 'subterfuge', 'tactic']"
